Step,Infected Count,Infection Rate,Recovery Rate,Total People,Initial Infected,Num Clusters,Intra-cluster Connections,Inter-cluster Connections,Total Steps,Measure Interval,Method
5,96,0.14,0.1,250,30,25,20,200,400,5,quantum
10,135,0.14,0.1,250,30,25,20,200,400,5,quantum
15,172,0.14,0.1,250,30,25,20,200,400,5,quantum
20,189,0.14,0.1,250,30,25,20,200,400,5,quantum
25,208,0.14,0.1,250,30,25,20,200,400,5,quantum
30,215,0.14,0.1,250,30,25,20,200,400,5,quantum
35,221,0.14,0.1,250,30,25,20,200,400,5,quantum
40,223,0.14,0.1,250,30,25,20,200,400,5,quantum
45,220,0.14,0.1,250,30,25,20,200,400,5,quantum
50,216,0.14,0.1,250,30,25,20,200,400,5,quantum
55,219,0.14,0.1,250,30,25,20,200,400,5,quantum
60,220,0.14,0.1,250,30,25,20,200,400,5,quantum
65,217,0.14,0.1,250,30,25,20,200,400,5,quantum
70,223,0.14,0.1,250,30,25,20,200,400,5,quantum
75,226,0.14,0.1,250,30,25,20,200,400,5,quantum
80,227,0.14,0.1,250,30,25,20,200,400,5,quantum
85,229,0.14,0.1,250,30,25,20,200,400,5,quantum
90,232,0.14,0.1,250,30,25,20,200,400,5,quantum
95,238,0.14,0.1,250,30,25,20,200,400,5,quantum
100,238,0.14,0.1,250,30,25,20,200,400,5,quantum
105,235,0.14,0.1,250,30,25,20,200,400,5,quantum
110,230,0.14,0.1,250,30,25,20,200,400,5,quantum
115,236,0.14,0.1,250,30,25,20,200,400,5,quantum
120,234,0.14,0.1,250,30,25,20,200,400,5,quantum
125,237,0.14,0.1,250,30,25,20,200,400,5,quantum
130,240,0.14,0.1,250,30,25,20,200,400,5,quantum
135,237,0.14,0.1,250,30,25,20,200,400,5,quantum
140,235,0.14,0.1,250,30,25,20,200,400,5,quantum
145,235,0.14,0.1,250,30,25,20,200,400,5,quantum
150,233,0.14,0.1,250,30,25,20,200,400,5,quantum
155,238,0.14,0.1,250,30,25,20,200,400,5,quantum
160,239,0.14,0.1,250,30,25,20,200,400,5,quantum
165,233,0.14,0.1,250,30,25,20,200,400,5,quantum
170,232,0.14,0.1,250,30,25,20,200,400,5,quantum
175,228,0.14,0.1,250,30,25,20,200,400,5,quantum
180,235,0.14,0.1,250,30,25,20,200,400,5,quantum
185,235,0.14,0.1,250,30,25,20,200,400,5,quantum
190,230,0.14,0.1,250,30,25,20,200,400,5,quantum
195,236,0.14,0.1,250,30,25,20,200,400,5,quantum
200,235,0.14,0.1,250,30,25,20,200,400,5,quantum
205,233,0.14,0.1,250,30,25,20,200,400,5,quantum
210,236,0.14,0.1,250,30,25,20,200,400,5,quantum
215,235,0.14,0.1,250,30,25,20,200,400,5,quantum
220,231,0.14,0.1,250,30,25,20,200,400,5,quantum
225,235,0.14,0.1,250,30,25,20,200,400,5,quantum
230,230,0.14,0.1,250,30,25,20,200,400,5,quantum
235,225,0.14,0.1,250,30,25,20,200,400,5,quantum
240,230,0.14,0.1,250,30,25,20,200,400,5,quantum
245,229,0.14,0.1,250,30,25,20,200,400,5,quantum
250,236,0.14,0.1,250,30,25,20,200,400,5,quantum
255,233,0.14,0.1,250,30,25,20,200,400,5,quantum
260,237,0.14,0.1,250,30,25,20,200,400,5,quantum
265,236,0.14,0.1,250,30,25,20,200,400,5,quantum
270,237,0.14,0.1,250,30,25,20,200,400,5,quantum
275,229,0.14,0.1,250,30,25,20,200,400,5,quantum
280,230,0.14,0.1,250,30,25,20,200,400,5,quantum
285,229,0.14,0.1,250,30,25,20,200,400,5,quantum
290,236,0.14,0.1,250,30,25,20,200,400,5,quantum
295,236,0.14,0.1,250,30,25,20,200,400,5,quantum
300,236,0.14,0.1,250,30,25,20,200,400,5,quantum
305,237,0.14,0.1,250,30,25,20,200,400,5,quantum
310,227,0.14,0.1,250,30,25,20,200,400,5,quantum
315,238,0.14,0.1,250,30,25,20,200,400,5,quantum
320,237,0.14,0.1,250,30,25,20,200,400,5,quantum
325,233,0.14,0.1,250,30,25,20,200,400,5,quantum
330,236,0.14,0.1,250,30,25,20,200,400,5,quantum
335,237,0.14,0.1,250,30,25,20,200,400,5,quantum
340,232,0.14,0.1,250,30,25,20,200,400,5,quantum
345,236,0.14,0.1,250,30,25,20,200,400,5,quantum
350,226,0.14,0.1,250,30,25,20,200,400,5,quantum
355,229,0.14,0.1,250,30,25,20,200,400,5,quantum
360,235,0.14,0.1,250,30,25,20,200,400,5,quantum
365,227,0.14,0.1,250,30,25,20,200,400,5,quantum
370,227,0.14,0.1,250,30,25,20,200,400,5,quantum
375,236,0.14,0.1,250,30,25,20,200,400,5,quantum
380,233,0.14,0.1,250,30,25,20,200,400,5,quantum
385,233,0.14,0.1,250,30,25,20,200,400,5,quantum
390,232,0.14,0.1,250,30,25,20,200,400,5,quantum
395,238,0.14,0.1,250,30,25,20,200,400,5,quantum
400,236,0.14,0.1,250,30,25,20,200,400,5,quantum
