Step,Infected Count,Infection Rate,Recovery Rate,Total People,Initial Infected,Num Clusters,Intra-cluster Connections,Inter-cluster Connections,Total Steps,Measure Interval,Method
5,48,0.08,0.1,250,30,25,20,200,400,5,quantum
10,64,0.08,0.1,250,30,25,20,200,400,5,quantum
15,84,0.08,0.1,250,30,25,20,200,400,5,quantum
20,96,0.08,0.1,250,30,25,20,200,400,5,quantum
25,107,0.08,0.1,250,30,25,20,200,400,5,quantum
30,121,0.08,0.1,250,30,25,20,200,400,5,quantum
35,144,0.08,0.1,250,30,25,20,200,400,5,quantum
40,153,0.08,0.1,250,30,25,20,200,400,5,quantum
45,166,0.08,0.1,250,30,25,20,200,400,5,quantum
50,184,0.08,0.1,250,30,25,20,200,400,5,quantum
55,195,0.08,0.1,250,30,25,20,200,400,5,quantum
60,193,0.08,0.1,250,30,25,20,200,400,5,quantum
65,193,0.08,0.1,250,30,25,20,200,400,5,quantum
70,194,0.08,0.1,250,30,25,20,200,400,5,quantum
75,194,0.08,0.1,250,30,25,20,200,400,5,quantum
80,203,0.08,0.1,250,30,25,20,200,400,5,quantum
85,199,0.08,0.1,250,30,25,20,200,400,5,quantum
90,201,0.08,0.1,250,30,25,20,200,400,5,quantum
95,200,0.08,0.1,250,30,25,20,200,400,5,quantum
100,195,0.08,0.1,250,30,25,20,200,400,5,quantum
105,200,0.08,0.1,250,30,25,20,200,400,5,quantum
110,204,0.08,0.1,250,30,25,20,200,400,5,quantum
115,206,0.08,0.1,250,30,25,20,200,400,5,quantum
120,207,0.08,0.1,250,30,25,20,200,400,5,quantum
125,204,0.08,0.1,250,30,25,20,200,400,5,quantum
130,212,0.08,0.1,250,30,25,20,200,400,5,quantum
135,215,0.08,0.1,250,30,25,20,200,400,5,quantum
140,214,0.08,0.1,250,30,25,20,200,400,5,quantum
145,216,0.08,0.1,250,30,25,20,200,400,5,quantum
150,214,0.08,0.1,250,30,25,20,200,400,5,quantum
155,217,0.08,0.1,250,30,25,20,200,400,5,quantum
160,223,0.08,0.1,250,30,25,20,200,400,5,quantum
165,218,0.08,0.1,250,30,25,20,200,400,5,quantum
170,216,0.08,0.1,250,30,25,20,200,400,5,quantum
175,223,0.08,0.1,250,30,25,20,200,400,5,quantum
180,224,0.08,0.1,250,30,25,20,200,400,5,quantum
185,229,0.08,0.1,250,30,25,20,200,400,5,quantum
190,226,0.08,0.1,250,30,25,20,200,400,5,quantum
195,230,0.08,0.1,250,30,25,20,200,400,5,quantum
200,220,0.08,0.1,250,30,25,20,200,400,5,quantum
205,225,0.08,0.1,250,30,25,20,200,400,5,quantum
210,219,0.08,0.1,250,30,25,20,200,400,5,quantum
215,217,0.08,0.1,250,30,25,20,200,400,5,quantum
220,211,0.08,0.1,250,30,25,20,200,400,5,quantum
225,214,0.08,0.1,250,30,25,20,200,400,5,quantum
230,211,0.08,0.1,250,30,25,20,200,400,5,quantum
235,215,0.08,0.1,250,30,25,20,200,400,5,quantum
240,212,0.08,0.1,250,30,25,20,200,400,5,quantum
245,213,0.08,0.1,250,30,25,20,200,400,5,quantum
250,214,0.08,0.1,250,30,25,20,200,400,5,quantum
255,209,0.08,0.1,250,30,25,20,200,400,5,quantum
260,218,0.08,0.1,250,30,25,20,200,400,5,quantum
265,222,0.08,0.1,250,30,25,20,200,400,5,quantum
270,216,0.08,0.1,250,30,25,20,200,400,5,quantum
275,220,0.08,0.1,250,30,25,20,200,400,5,quantum
280,225,0.08,0.1,250,30,25,20,200,400,5,quantum
285,225,0.08,0.1,250,30,25,20,200,400,5,quantum
290,218,0.08,0.1,250,30,25,20,200,400,5,quantum
295,219,0.08,0.1,250,30,25,20,200,400,5,quantum
300,214,0.08,0.1,250,30,25,20,200,400,5,quantum
305,215,0.08,0.1,250,30,25,20,200,400,5,quantum
310,208,0.08,0.1,250,30,25,20,200,400,5,quantum
315,209,0.08,0.1,250,30,25,20,200,400,5,quantum
320,214,0.08,0.1,250,30,25,20,200,400,5,quantum
325,208,0.08,0.1,250,30,25,20,200,400,5,quantum
330,208,0.08,0.1,250,30,25,20,200,400,5,quantum
335,211,0.08,0.1,250,30,25,20,200,400,5,quantum
340,207,0.08,0.1,250,30,25,20,200,400,5,quantum
345,210,0.08,0.1,250,30,25,20,200,400,5,quantum
350,218,0.08,0.1,250,30,25,20,200,400,5,quantum
355,213,0.08,0.1,250,30,25,20,200,400,5,quantum
360,213,0.08,0.1,250,30,25,20,200,400,5,quantum
365,213,0.08,0.1,250,30,25,20,200,400,5,quantum
370,212,0.08,0.1,250,30,25,20,200,400,5,quantum
375,218,0.08,0.1,250,30,25,20,200,400,5,quantum
380,213,0.08,0.1,250,30,25,20,200,400,5,quantum
385,213,0.08,0.1,250,30,25,20,200,400,5,quantum
390,211,0.08,0.1,250,30,25,20,200,400,5,quantum
395,205,0.08,0.1,250,30,25,20,200,400,5,quantum
400,205,0.08,0.1,250,30,25,20,200,400,5,quantum
