Step,Infected Count,Infection Rate,Recovery Rate,Total People,Initial Infected,Num Clusters,Intra-cluster Connections,Inter-cluster Connections,Total Steps,Measure Interval,Method
5,60,0.1,0.1,250,30,25,10,200,200,5,classical
10,89,0.1,0.1,250,30,25,10,200,200,5,classical
15,111,0.1,0.1,250,30,25,10,200,200,5,classical
20,131,0.1,0.1,250,30,25,10,200,200,5,classical
25,142,0.1,0.1,250,30,25,10,200,200,5,classical
30,157,0.1,0.1,250,30,25,10,200,200,5,classical
35,156,0.1,0.1,250,30,25,10,200,200,5,classical
40,146,0.1,0.1,250,30,25,10,200,200,5,classical
45,147,0.1,0.1,250,30,25,10,200,200,5,classical
50,150,0.1,0.1,250,30,25,10,200,200,5,classical
55,143,0.1,0.1,250,30,25,10,200,200,5,classical
60,144,0.1,0.1,250,30,25,10,200,200,5,classical
65,139,0.1,0.1,250,30,25,10,200,200,5,classical
70,156,0.1,0.1,250,30,25,10,200,200,5,classical
75,155,0.1,0.1,250,30,25,10,200,200,5,classical
80,156,0.1,0.1,250,30,25,10,200,200,5,classical
85,169,0.1,0.1,250,30,25,10,200,200,5,classical
90,166,0.1,0.1,250,30,25,10,200,200,5,classical
95,163,0.1,0.1,250,30,25,10,200,200,5,classical
100,159,0.1,0.1,250,30,25,10,200,200,5,classical
105,157,0.1,0.1,250,30,25,10,200,200,5,classical
110,159,0.1,0.1,250,30,25,10,200,200,5,classical
115,154,0.1,0.1,250,30,25,10,200,200,5,classical
120,160,0.1,0.1,250,30,25,10,200,200,5,classical
125,163,0.1,0.1,250,30,25,10,200,200,5,classical
130,156,0.1,0.1,250,30,25,10,200,200,5,classical
135,180,0.1,0.1,250,30,25,10,200,200,5,classical
140,171,0.1,0.1,250,30,25,10,200,200,5,classical
145,159,0.1,0.1,250,30,25,10,200,200,5,classical
150,156,0.1,0.1,250,30,25,10,200,200,5,classical
155,160,0.1,0.1,250,30,25,10,200,200,5,classical
160,161,0.1,0.1,250,30,25,10,200,200,5,classical
165,156,0.1,0.1,250,30,25,10,200,200,5,classical
170,143,0.1,0.1,250,30,25,10,200,200,5,classical
175,154,0.1,0.1,250,30,25,10,200,200,5,classical
180,165,0.1,0.1,250,30,25,10,200,200,5,classical
185,157,0.1,0.1,250,30,25,10,200,200,5,classical
190,159,0.1,0.1,250,30,25,10,200,200,5,classical
195,157,0.1,0.1,250,30,25,10,200,200,5,classical
200,161,0.1,0.1,250,30,25,10,200,200,5,classical
