Step,Infected Count,Infection Rate,Recovery Rate,Total People,Initial Infected,Num Clusters,Intra-cluster Connections,Inter-cluster Connections,Total Steps,Measure Interval,Method
5,83,0.1,0.1,480,30,48,8,576,400,5,classical
10,162,0.1,0.1,480,30,48,8,576,400,5,classical
15,240,0.1,0.1,480,30,48,8,576,400,5,classical
20,283,0.1,0.1,480,30,48,8,576,400,5,classical
25,299,0.1,0.1,480,30,48,8,576,400,5,classical
30,317,0.1,0.1,480,30,48,8,576,400,5,classical
35,318,0.1,0.1,480,30,48,8,576,400,5,classical
40,314,0.1,0.1,480,30,48,8,576,400,5,classical
45,319,0.1,0.1,480,30,48,8,576,400,5,classical
50,335,0.1,0.1,480,30,48,8,576,400,5,classical
55,324,0.1,0.1,480,30,48,8,576,400,5,classical
60,343,0.1,0.1,480,30,48,8,576,400,5,classical
65,347,0.1,0.1,480,30,48,8,576,400,5,classical
70,321,0.1,0.1,480,30,48,8,576,400,5,classical
75,320,0.1,0.1,480,30,48,8,576,400,5,classical
80,323,0.1,0.1,480,30,48,8,576,400,5,classical
85,324,0.1,0.1,480,30,48,8,576,400,5,classical
90,329,0.1,0.1,480,30,48,8,576,400,5,classical
95,350,0.1,0.1,480,30,48,8,576,400,5,classical
100,326,0.1,0.1,480,30,48,8,576,400,5,classical
105,313,0.1,0.1,480,30,48,8,576,400,5,classical
110,321,0.1,0.1,480,30,48,8,576,400,5,classical
115,327,0.1,0.1,480,30,48,8,576,400,5,classical
120,328,0.1,0.1,480,30,48,8,576,400,5,classical
125,322,0.1,0.1,480,30,48,8,576,400,5,classical
130,325,0.1,0.1,480,30,48,8,576,400,5,classical
135,333,0.1,0.1,480,30,48,8,576,400,5,classical
140,320,0.1,0.1,480,30,48,8,576,400,5,classical
145,305,0.1,0.1,480,30,48,8,576,400,5,classical
150,288,0.1,0.1,480,30,48,8,576,400,5,classical
155,306,0.1,0.1,480,30,48,8,576,400,5,classical
160,315,0.1,0.1,480,30,48,8,576,400,5,classical
165,311,0.1,0.1,480,30,48,8,576,400,5,classical
170,315,0.1,0.1,480,30,48,8,576,400,5,classical
175,318,0.1,0.1,480,30,48,8,576,400,5,classical
180,302,0.1,0.1,480,30,48,8,576,400,5,classical
185,310,0.1,0.1,480,30,48,8,576,400,5,classical
190,319,0.1,0.1,480,30,48,8,576,400,5,classical
195,310,0.1,0.1,480,30,48,8,576,400,5,classical
200,311,0.1,0.1,480,30,48,8,576,400,5,classical
205,317,0.1,0.1,480,30,48,8,576,400,5,classical
210,314,0.1,0.1,480,30,48,8,576,400,5,classical
215,335,0.1,0.1,480,30,48,8,576,400,5,classical
220,326,0.1,0.1,480,30,48,8,576,400,5,classical
225,299,0.1,0.1,480,30,48,8,576,400,5,classical
230,327,0.1,0.1,480,30,48,8,576,400,5,classical
235,307,0.1,0.1,480,30,48,8,576,400,5,classical
240,340,0.1,0.1,480,30,48,8,576,400,5,classical
245,315,0.1,0.1,480,30,48,8,576,400,5,classical
250,318,0.1,0.1,480,30,48,8,576,400,5,classical
255,337,0.1,0.1,480,30,48,8,576,400,5,classical
260,353,0.1,0.1,480,30,48,8,576,400,5,classical
265,327,0.1,0.1,480,30,48,8,576,400,5,classical
270,323,0.1,0.1,480,30,48,8,576,400,5,classical
275,317,0.1,0.1,480,30,48,8,576,400,5,classical
280,317,0.1,0.1,480,30,48,8,576,400,5,classical
285,347,0.1,0.1,480,30,48,8,576,400,5,classical
290,337,0.1,0.1,480,30,48,8,576,400,5,classical
295,318,0.1,0.1,480,30,48,8,576,400,5,classical
300,326,0.1,0.1,480,30,48,8,576,400,5,classical
305,315,0.1,0.1,480,30,48,8,576,400,5,classical
310,325,0.1,0.1,480,30,48,8,576,400,5,classical
315,317,0.1,0.1,480,30,48,8,576,400,5,classical
320,326,0.1,0.1,480,30,48,8,576,400,5,classical
325,331,0.1,0.1,480,30,48,8,576,400,5,classical
330,315,0.1,0.1,480,30,48,8,576,400,5,classical
335,329,0.1,0.1,480,30,48,8,576,400,5,classical
340,324,0.1,0.1,480,30,48,8,576,400,5,classical
345,320,0.1,0.1,480,30,48,8,576,400,5,classical
350,342,0.1,0.1,480,30,48,8,576,400,5,classical
355,334,0.1,0.1,480,30,48,8,576,400,5,classical
360,319,0.1,0.1,480,30,48,8,576,400,5,classical
365,314,0.1,0.1,480,30,48,8,576,400,5,classical
370,350,0.1,0.1,480,30,48,8,576,400,5,classical
375,335,0.1,0.1,480,30,48,8,576,400,5,classical
380,322,0.1,0.1,480,30,48,8,576,400,5,classical
385,336,0.1,0.1,480,30,48,8,576,400,5,classical
390,329,0.1,0.1,480,30,48,8,576,400,5,classical
395,328,0.1,0.1,480,30,48,8,576,400,5,classical
400,325,0.1,0.1,480,30,48,8,576,400,5,classical
