Step,Infected Count,Infection Rate,Recovery Rate,Total People,Initial Infected,Num Clusters,Intra-cluster Connections,Inter-cluster Connections,Total Steps,Measure Interval,Method
5,10,0.08,0.06,20,5,2,20,10,150,5,classical
10,16,0.08,0.06,20,5,2,20,10,150,5,classical
15,14,0.08,0.06,20,5,2,20,10,150,5,classical
20,16,0.08,0.06,20,5,2,20,10,150,5,classical
25,17,0.08,0.06,20,5,2,20,10,150,5,classical
30,14,0.08,0.06,20,5,2,20,10,150,5,classical
35,17,0.08,0.06,20,5,2,20,10,150,5,classical
40,17,0.08,0.06,20,5,2,20,10,150,5,classical
45,18,0.08,0.06,20,5,2,20,10,150,5,classical
50,13,0.08,0.06,20,5,2,20,10,150,5,classical
55,17,0.08,0.06,20,5,2,20,10,150,5,classical
60,17,0.08,0.06,20,5,2,20,10,150,5,classical
65,19,0.08,0.06,20,5,2,20,10,150,5,classical
70,19,0.08,0.06,20,5,2,20,10,150,5,classical
75,16,0.08,0.06,20,5,2,20,10,150,5,classical
80,18,0.08,0.06,20,5,2,20,10,150,5,classical
85,16,0.08,0.06,20,5,2,20,10,150,5,classical
90,14,0.08,0.06,20,5,2,20,10,150,5,classical
95,16,0.08,0.06,20,5,2,20,10,150,5,classical
100,18,0.08,0.06,20,5,2,20,10,150,5,classical
105,15,0.08,0.06,20,5,2,20,10,150,5,classical
110,18,0.08,0.06,20,5,2,20,10,150,5,classical
115,18,0.08,0.06,20,5,2,20,10,150,5,classical
120,16,0.08,0.06,20,5,2,20,10,150,5,classical
125,18,0.08,0.06,20,5,2,20,10,150,5,classical
130,20,0.08,0.06,20,5,2,20,10,150,5,classical
135,19,0.08,0.06,20,5,2,20,10,150,5,classical
140,18,0.08,0.06,20,5,2,20,10,150,5,classical
145,18,0.08,0.06,20,5,2,20,10,150,5,classical
150,20,0.08,0.06,20,5,2,20,10,150,5,classical
