Step,Infected Count,Infection Rate,Recovery Rate,Total People,Initial Infected,Num Clusters,Intra-cluster Connections,Inter-cluster Connections,Total Steps,Measure Interval,Method
5,4,0.08,0.1,20,5,2,20,10,150,5,classical
10,6,0.08,0.1,20,5,2,20,10,150,5,classical
15,10,0.08,0.1,20,5,2,20,10,150,5,classical
20,8,0.08,0.1,20,5,2,20,10,150,5,classical
25,10,0.08,0.1,20,5,2,20,10,150,5,classical
30,8,0.08,0.1,20,5,2,20,10,150,5,classical
35,6,0.08,0.1,20,5,2,20,10,150,5,classical
40,13,0.08,0.1,20,5,2,20,10,150,5,classical
45,11,0.08,0.1,20,5,2,20,10,150,5,classical
50,15,0.08,0.1,20,5,2,20,10,150,5,classical
55,15,0.08,0.1,20,5,2,20,10,150,5,classical
60,11,0.08,0.1,20,5,2,20,10,150,5,classical
65,17,0.08,0.1,20,5,2,20,10,150,5,classical
70,18,0.08,0.1,20,5,2,20,10,150,5,classical
75,15,0.08,0.1,20,5,2,20,10,150,5,classical
80,17,0.08,0.1,20,5,2,20,10,150,5,classical
85,14,0.08,0.1,20,5,2,20,10,150,5,classical
90,15,0.08,0.1,20,5,2,20,10,150,5,classical
95,15,0.08,0.1,20,5,2,20,10,150,5,classical
100,13,0.08,0.1,20,5,2,20,10,150,5,classical
105,11,0.08,0.1,20,5,2,20,10,150,5,classical
110,14,0.08,0.1,20,5,2,20,10,150,5,classical
115,13,0.08,0.1,20,5,2,20,10,150,5,classical
120,10,0.08,0.1,20,5,2,20,10,150,5,classical
125,13,0.08,0.1,20,5,2,20,10,150,5,classical
130,16,0.08,0.1,20,5,2,20,10,150,5,classical
135,15,0.08,0.1,20,5,2,20,10,150,5,classical
140,17,0.08,0.1,20,5,2,20,10,150,5,classical
145,17,0.08,0.1,20,5,2,20,10,150,5,classical
150,13,0.08,0.1,20,5,2,20,10,150,5,classical
