Step,Infected Count,Infection Rate,Recovery Rate,Total People,Initial Infected,Num Clusters,Intra-cluster Connections,Inter-cluster Connections,Total Steps,Measure Interval,Method
5,85,0.1,0.1,250,30,25,20,200,200,5,classical
10,141,0.1,0.1,250,30,25,20,200,200,5,classical
15,167,0.1,0.1,250,30,25,20,200,200,5,classical
20,176,0.1,0.1,250,30,25,20,200,200,5,classical
25,183,0.1,0.1,250,30,25,20,200,200,5,classical
30,190,0.1,0.1,250,30,25,20,200,200,5,classical
35,189,0.1,0.1,250,30,25,20,200,200,5,classical
40,189,0.1,0.1,250,30,25,20,200,200,5,classical
45,186,0.1,0.1,250,30,25,20,200,200,5,classical
50,192,0.1,0.1,250,30,25,20,200,200,5,classical
55,186,0.1,0.1,250,30,25,20,200,200,5,classical
60,187,0.1,0.1,250,30,25,20,200,200,5,classical
65,189,0.1,0.1,250,30,25,20,200,200,5,classical
70,184,0.1,0.1,250,30,25,20,200,200,5,classical
75,208,0.1,0.1,250,30,25,20,200,200,5,classical
80,196,0.1,0.1,250,30,25,20,200,200,5,classical
85,193,0.1,0.1,250,30,25,20,200,200,5,classical
90,195,0.1,0.1,250,30,25,20,200,200,5,classical
95,180,0.1,0.1,250,30,25,20,200,200,5,classical
100,191,0.1,0.1,250,30,25,20,200,200,5,classical
105,197,0.1,0.1,250,30,25,20,200,200,5,classical
110,194,0.1,0.1,250,30,25,20,200,200,5,classical
115,189,0.1,0.1,250,30,25,20,200,200,5,classical
120,193,0.1,0.1,250,30,25,20,200,200,5,classical
125,184,0.1,0.1,250,30,25,20,200,200,5,classical
130,181,0.1,0.1,250,30,25,20,200,200,5,classical
135,192,0.1,0.1,250,30,25,20,200,200,5,classical
140,195,0.1,0.1,250,30,25,20,200,200,5,classical
145,188,0.1,0.1,250,30,25,20,200,200,5,classical
150,190,0.1,0.1,250,30,25,20,200,200,5,classical
155,187,0.1,0.1,250,30,25,20,200,200,5,classical
160,200,0.1,0.1,250,30,25,20,200,200,5,classical
165,195,0.1,0.1,250,30,25,20,200,200,5,classical
170,183,0.1,0.1,250,30,25,20,200,200,5,classical
175,204,0.1,0.1,250,30,25,20,200,200,5,classical
180,204,0.1,0.1,250,30,25,20,200,200,5,classical
185,185,0.1,0.1,250,30,25,20,200,200,5,classical
190,205,0.1,0.1,250,30,25,20,200,200,5,classical
195,184,0.1,0.1,250,30,25,20,200,200,5,classical
200,176,0.1,0.1,250,30,25,20,200,200,5,classical
