Step,Infected Count,Infection Rate,Recovery Rate,Total People,Initial Infected,Num Clusters,Intra-cluster Connections,Inter-cluster Connections,Total Steps,Measure Interval,Method
5,66,0.1,0.1,480,30,24,20,400,400,5,classical
10,120,0.1,0.1,480,30,24,20,400,400,5,classical
15,199,0.1,0.1,480,30,24,20,400,400,5,classical
20,257,0.1,0.1,480,30,24,20,400,400,5,classical
25,274,0.1,0.1,480,30,24,20,400,400,5,classical
30,281,0.1,0.1,480,30,24,20,400,400,5,classical
35,271,0.1,0.1,480,30,24,20,400,400,5,classical
40,302,0.1,0.1,480,30,24,20,400,400,5,classical
45,310,0.1,0.1,480,30,24,20,400,400,5,classical
50,291,0.1,0.1,480,30,24,20,400,400,5,classical
55,318,0.1,0.1,480,30,24,20,400,400,5,classical
60,313,0.1,0.1,480,30,24,20,400,400,5,classical
65,330,0.1,0.1,480,30,24,20,400,400,5,classical
70,308,0.1,0.1,480,30,24,20,400,400,5,classical
75,304,0.1,0.1,480,30,24,20,400,400,5,classical
80,326,0.1,0.1,480,30,24,20,400,400,5,classical
85,335,0.1,0.1,480,30,24,20,400,400,5,classical
90,315,0.1,0.1,480,30,24,20,400,400,5,classical
95,322,0.1,0.1,480,30,24,20,400,400,5,classical
100,306,0.1,0.1,480,30,24,20,400,400,5,classical
105,300,0.1,0.1,480,30,24,20,400,400,5,classical
110,289,0.1,0.1,480,30,24,20,400,400,5,classical
115,309,0.1,0.1,480,30,24,20,400,400,5,classical
120,297,0.1,0.1,480,30,24,20,400,400,5,classical
125,310,0.1,0.1,480,30,24,20,400,400,5,classical
130,306,0.1,0.1,480,30,24,20,400,400,5,classical
135,305,0.1,0.1,480,30,24,20,400,400,5,classical
140,305,0.1,0.1,480,30,24,20,400,400,5,classical
145,304,0.1,0.1,480,30,24,20,400,400,5,classical
150,289,0.1,0.1,480,30,24,20,400,400,5,classical
155,318,0.1,0.1,480,30,24,20,400,400,5,classical
160,294,0.1,0.1,480,30,24,20,400,400,5,classical
165,293,0.1,0.1,480,30,24,20,400,400,5,classical
170,286,0.1,0.1,480,30,24,20,400,400,5,classical
175,315,0.1,0.1,480,30,24,20,400,400,5,classical
180,317,0.1,0.1,480,30,24,20,400,400,5,classical
185,283,0.1,0.1,480,30,24,20,400,400,5,classical
190,289,0.1,0.1,480,30,24,20,400,400,5,classical
195,296,0.1,0.1,480,30,24,20,400,400,5,classical
200,310,0.1,0.1,480,30,24,20,400,400,5,classical
205,301,0.1,0.1,480,30,24,20,400,400,5,classical
210,294,0.1,0.1,480,30,24,20,400,400,5,classical
215,296,0.1,0.1,480,30,24,20,400,400,5,classical
220,306,0.1,0.1,480,30,24,20,400,400,5,classical
225,311,0.1,0.1,480,30,24,20,400,400,5,classical
230,306,0.1,0.1,480,30,24,20,400,400,5,classical
235,317,0.1,0.1,480,30,24,20,400,400,5,classical
240,308,0.1,0.1,480,30,24,20,400,400,5,classical
245,310,0.1,0.1,480,30,24,20,400,400,5,classical
250,309,0.1,0.1,480,30,24,20,400,400,5,classical
255,306,0.1,0.1,480,30,24,20,400,400,5,classical
260,314,0.1,0.1,480,30,24,20,400,400,5,classical
265,310,0.1,0.1,480,30,24,20,400,400,5,classical
270,300,0.1,0.1,480,30,24,20,400,400,5,classical
275,297,0.1,0.1,480,30,24,20,400,400,5,classical
280,289,0.1,0.1,480,30,24,20,400,400,5,classical
285,297,0.1,0.1,480,30,24,20,400,400,5,classical
290,282,0.1,0.1,480,30,24,20,400,400,5,classical
295,303,0.1,0.1,480,30,24,20,400,400,5,classical
300,316,0.1,0.1,480,30,24,20,400,400,5,classical
305,335,0.1,0.1,480,30,24,20,400,400,5,classical
310,326,0.1,0.1,480,30,24,20,400,400,5,classical
315,312,0.1,0.1,480,30,24,20,400,400,5,classical
320,291,0.1,0.1,480,30,24,20,400,400,5,classical
325,299,0.1,0.1,480,30,24,20,400,400,5,classical
330,301,0.1,0.1,480,30,24,20,400,400,5,classical
335,298,0.1,0.1,480,30,24,20,400,400,5,classical
340,289,0.1,0.1,480,30,24,20,400,400,5,classical
345,314,0.1,0.1,480,30,24,20,400,400,5,classical
350,320,0.1,0.1,480,30,24,20,400,400,5,classical
355,321,0.1,0.1,480,30,24,20,400,400,5,classical
360,307,0.1,0.1,480,30,24,20,400,400,5,classical
365,302,0.1,0.1,480,30,24,20,400,400,5,classical
370,303,0.1,0.1,480,30,24,20,400,400,5,classical
375,310,0.1,0.1,480,30,24,20,400,400,5,classical
380,302,0.1,0.1,480,30,24,20,400,400,5,classical
385,303,0.1,0.1,480,30,24,20,400,400,5,classical
390,319,0.1,0.1,480,30,24,20,400,400,5,classical
395,310,0.1,0.1,480,30,24,20,400,400,5,classical
400,316,0.1,0.1,480,30,24,20,400,400,5,classical
