Step,Infected Count,Infection Rate,Recovery Rate,Total People,Initial Infected,Num Clusters,Intra-cluster Connections,Inter-cluster Connections,Total Steps,Measure Interval,Method
5,140,0.1,0.1,480,30,48,30,400,400,5,classical
10,310,0.1,0.1,480,30,48,30,400,400,5,classical
15,370,0.1,0.1,480,30,48,30,400,400,5,classical
20,385,0.1,0.1,480,30,48,30,400,400,5,classical
25,407,0.1,0.1,480,30,48,30,400,400,5,classical
30,386,0.1,0.1,480,30,48,30,400,400,5,classical
35,378,0.1,0.1,480,30,48,30,400,400,5,classical
40,383,0.1,0.1,480,30,48,30,400,400,5,classical
45,392,0.1,0.1,480,30,48,30,400,400,5,classical
50,390,0.1,0.1,480,30,48,30,400,400,5,classical
55,391,0.1,0.1,480,30,48,30,400,400,5,classical
60,390,0.1,0.1,480,30,48,30,400,400,5,classical
65,384,0.1,0.1,480,30,48,30,400,400,5,classical
70,392,0.1,0.1,480,30,48,30,400,400,5,classical
75,384,0.1,0.1,480,30,48,30,400,400,5,classical
80,393,0.1,0.1,480,30,48,30,400,400,5,classical
85,399,0.1,0.1,480,30,48,30,400,400,5,classical
90,398,0.1,0.1,480,30,48,30,400,400,5,classical
95,388,0.1,0.1,480,30,48,30,400,400,5,classical
100,388,0.1,0.1,480,30,48,30,400,400,5,classical
105,394,0.1,0.1,480,30,48,30,400,400,5,classical
110,386,0.1,0.1,480,30,48,30,400,400,5,classical
115,388,0.1,0.1,480,30,48,30,400,400,5,classical
120,392,0.1,0.1,480,30,48,30,400,400,5,classical
125,381,0.1,0.1,480,30,48,30,400,400,5,classical
130,403,0.1,0.1,480,30,48,30,400,400,5,classical
135,391,0.1,0.1,480,30,48,30,400,400,5,classical
140,378,0.1,0.1,480,30,48,30,400,400,5,classical
145,394,0.1,0.1,480,30,48,30,400,400,5,classical
150,377,0.1,0.1,480,30,48,30,400,400,5,classical
155,388,0.1,0.1,480,30,48,30,400,400,5,classical
160,394,0.1,0.1,480,30,48,30,400,400,5,classical
165,394,0.1,0.1,480,30,48,30,400,400,5,classical
170,386,0.1,0.1,480,30,48,30,400,400,5,classical
175,381,0.1,0.1,480,30,48,30,400,400,5,classical
180,397,0.1,0.1,480,30,48,30,400,400,5,classical
185,398,0.1,0.1,480,30,48,30,400,400,5,classical
190,390,0.1,0.1,480,30,48,30,400,400,5,classical
195,392,0.1,0.1,480,30,48,30,400,400,5,classical
200,392,0.1,0.1,480,30,48,30,400,400,5,classical
205,388,0.1,0.1,480,30,48,30,400,400,5,classical
210,389,0.1,0.1,480,30,48,30,400,400,5,classical
215,391,0.1,0.1,480,30,48,30,400,400,5,classical
220,390,0.1,0.1,480,30,48,30,400,400,5,classical
225,382,0.1,0.1,480,30,48,30,400,400,5,classical
230,396,0.1,0.1,480,30,48,30,400,400,5,classical
235,401,0.1,0.1,480,30,48,30,400,400,5,classical
240,394,0.1,0.1,480,30,48,30,400,400,5,classical
245,386,0.1,0.1,480,30,48,30,400,400,5,classical
250,402,0.1,0.1,480,30,48,30,400,400,5,classical
255,387,0.1,0.1,480,30,48,30,400,400,5,classical
260,389,0.1,0.1,480,30,48,30,400,400,5,classical
265,399,0.1,0.1,480,30,48,30,400,400,5,classical
270,392,0.1,0.1,480,30,48,30,400,400,5,classical
275,388,0.1,0.1,480,30,48,30,400,400,5,classical
280,401,0.1,0.1,480,30,48,30,400,400,5,classical
285,391,0.1,0.1,480,30,48,30,400,400,5,classical
290,396,0.1,0.1,480,30,48,30,400,400,5,classical
295,404,0.1,0.1,480,30,48,30,400,400,5,classical
300,401,0.1,0.1,480,30,48,30,400,400,5,classical
305,371,0.1,0.1,480,30,48,30,400,400,5,classical
310,401,0.1,0.1,480,30,48,30,400,400,5,classical
315,388,0.1,0.1,480,30,48,30,400,400,5,classical
320,404,0.1,0.1,480,30,48,30,400,400,5,classical
325,397,0.1,0.1,480,30,48,30,400,400,5,classical
330,397,0.1,0.1,480,30,48,30,400,400,5,classical
335,388,0.1,0.1,480,30,48,30,400,400,5,classical
340,385,0.1,0.1,480,30,48,30,400,400,5,classical
345,380,0.1,0.1,480,30,48,30,400,400,5,classical
350,396,0.1,0.1,480,30,48,30,400,400,5,classical
355,401,0.1,0.1,480,30,48,30,400,400,5,classical
360,384,0.1,0.1,480,30,48,30,400,400,5,classical
365,386,0.1,0.1,480,30,48,30,400,400,5,classical
370,404,0.1,0.1,480,30,48,30,400,400,5,classical
375,389,0.1,0.1,480,30,48,30,400,400,5,classical
380,398,0.1,0.1,480,30,48,30,400,400,5,classical
385,398,0.1,0.1,480,30,48,30,400,400,5,classical
390,385,0.1,0.1,480,30,48,30,400,400,5,classical
395,404,0.1,0.1,480,30,48,30,400,400,5,classical
400,402,0.1,0.1,480,30,48,30,400,400,5,classical
