Step,Infected Count,Infection Rate,Recovery Rate,Total People,Initial Infected,Num Clusters,Intra-cluster Connections,Inter-cluster Connections,Total Steps,Measure Interval,Method
5,8,0.08,0.1,20,5,2,20,10,150,5,quantum
10,9,0.08,0.1,20,5,2,20,10,150,5,quantum
15,12,0.08,0.1,20,5,2,20,10,150,5,quantum
20,15,0.08,0.1,20,5,2,20,10,150,5,quantum
25,16,0.08,0.1,20,5,2,20,10,150,5,quantum
30,16,0.08,0.1,20,5,2,20,10,150,5,quantum
35,16,0.08,0.1,20,5,2,20,10,150,5,quantum
40,15,0.08,0.1,20,5,2,20,10,150,5,quantum
45,17,0.08,0.1,20,5,2,20,10,150,5,quantum
50,16,0.08,0.1,20,5,2,20,10,150,5,quantum
55,15,0.08,0.1,20,5,2,20,10,150,5,quantum
60,15,0.08,0.1,20,5,2,20,10,150,5,quantum
65,13,0.08,0.1,20,5,2,20,10,150,5,quantum
70,13,0.08,0.1,20,5,2,20,10,150,5,quantum
75,14,0.08,0.1,20,5,2,20,10,150,5,quantum
80,13,0.08,0.1,20,5,2,20,10,150,5,quantum
85,12,0.08,0.1,20,5,2,20,10,150,5,quantum
90,13,0.08,0.1,20,5,2,20,10,150,5,quantum
95,14,0.08,0.1,20,5,2,20,10,150,5,quantum
100,13,0.08,0.1,20,5,2,20,10,150,5,quantum
105,14,0.08,0.1,20,5,2,20,10,150,5,quantum
110,13,0.08,0.1,20,5,2,20,10,150,5,quantum
115,12,0.08,0.1,20,5,2,20,10,150,5,quantum
120,13,0.08,0.1,20,5,2,20,10,150,5,quantum
125,16,0.08,0.1,20,5,2,20,10,150,5,quantum
130,16,0.08,0.1,20,5,2,20,10,150,5,quantum
135,14,0.08,0.1,20,5,2,20,10,150,5,quantum
140,15,0.08,0.1,20,5,2,20,10,150,5,quantum
145,16,0.08,0.1,20,5,2,20,10,150,5,quantum
150,15,0.08,0.1,20,5,2,20,10,150,5,quantum
