Step,Infected Count,Infection Rate,Recovery Rate,Total People,Initial Infected,Num Clusters,Intra-cluster Connections,Inter-cluster Connections,Total Steps,Measure Interval,Method
5,5,0.06,0.04,20,5,2,20,10,150,5,quantum
10,5,0.06,0.04,20,5,2,20,10,150,5,quantum
15,6,0.06,0.04,20,5,2,20,10,150,5,quantum
20,6,0.06,0.04,20,5,2,20,10,150,5,quantum
25,7,0.06,0.04,20,5,2,20,10,150,5,quantum
30,8,0.06,0.04,20,5,2,20,10,150,5,quantum
35,9,0.06,0.04,20,5,2,20,10,150,5,quantum
40,9,0.06,0.04,20,5,2,20,10,150,5,quantum
45,11,0.06,0.04,20,5,2,20,10,150,5,quantum
50,11,0.06,0.04,20,5,2,20,10,150,5,quantum
55,11,0.06,0.04,20,5,2,20,10,150,5,quantum
60,11,0.06,0.04,20,5,2,20,10,150,5,quantum
65,11,0.06,0.04,20,5,2,20,10,150,5,quantum
70,12,0.06,0.04,20,5,2,20,10,150,5,quantum
75,13,0.06,0.04,20,5,2,20,10,150,5,quantum
80,15,0.06,0.04,20,5,2,20,10,150,5,quantum
85,16,0.06,0.04,20,5,2,20,10,150,5,quantum
90,16,0.06,0.04,20,5,2,20,10,150,5,quantum
95,16,0.06,0.04,20,5,2,20,10,150,5,quantum
100,17,0.06,0.04,20,5,2,20,10,150,5,quantum
105,17,0.06,0.04,20,5,2,20,10,150,5,quantum
110,17,0.06,0.04,20,5,2,20,10,150,5,quantum
115,17,0.06,0.04,20,5,2,20,10,150,5,quantum
120,17,0.06,0.04,20,5,2,20,10,150,5,quantum
125,17,0.06,0.04,20,5,2,20,10,150,5,quantum
130,17,0.06,0.04,20,5,2,20,10,150,5,quantum
135,18,0.06,0.04,20,5,2,20,10,150,5,quantum
140,18,0.06,0.04,20,5,2,20,10,150,5,quantum
145,18,0.06,0.04,20,5,2,20,10,150,5,quantum
150,18,0.06,0.04,20,5,2,20,10,150,5,quantum
