Step,Infected Count,Infection Rate,Recovery Rate,Total People,Initial Infected,Num Clusters,Intra-cluster Connections,Inter-cluster Connections,Total Steps,Measure Interval,Method
5,5,0.04,0.04,20,5,2,20,10,150,5,quantum
10,8,0.04,0.04,20,5,2,20,10,150,5,quantum
15,9,0.04,0.04,20,5,2,20,10,150,5,quantum
20,10,0.04,0.04,20,5,2,20,10,150,5,quantum
25,10,0.04,0.04,20,5,2,20,10,150,5,quantum
30,10,0.04,0.04,20,5,2,20,10,150,5,quantum
35,11,0.04,0.04,20,5,2,20,10,150,5,quantum
40,11,0.04,0.04,20,5,2,20,10,150,5,quantum
45,12,0.04,0.04,20,5,2,20,10,150,5,quantum
50,12,0.04,0.04,20,5,2,20,10,150,5,quantum
55,12,0.04,0.04,20,5,2,20,10,150,5,quantum
60,12,0.04,0.04,20,5,2,20,10,150,5,quantum
65,13,0.04,0.04,20,5,2,20,10,150,5,quantum
70,12,0.04,0.04,20,5,2,20,10,150,5,quantum
75,12,0.04,0.04,20,5,2,20,10,150,5,quantum
80,12,0.04,0.04,20,5,2,20,10,150,5,quantum
85,13,0.04,0.04,20,5,2,20,10,150,5,quantum
90,14,0.04,0.04,20,5,2,20,10,150,5,quantum
95,14,0.04,0.04,20,5,2,20,10,150,5,quantum
100,14,0.04,0.04,20,5,2,20,10,150,5,quantum
105,16,0.04,0.04,20,5,2,20,10,150,5,quantum
110,16,0.04,0.04,20,5,2,20,10,150,5,quantum
115,16,0.04,0.04,20,5,2,20,10,150,5,quantum
120,16,0.04,0.04,20,5,2,20,10,150,5,quantum
125,16,0.04,0.04,20,5,2,20,10,150,5,quantum
130,16,0.04,0.04,20,5,2,20,10,150,5,quantum
135,16,0.04,0.04,20,5,2,20,10,150,5,quantum
140,16,0.04,0.04,20,5,2,20,10,150,5,quantum
145,16,0.04,0.04,20,5,2,20,10,150,5,quantum
150,17,0.04,0.04,20,5,2,20,10,150,5,quantum
