Step,Infected Count,Infection Rate,Recovery Rate,Total People,Initial Infected,Num Clusters,Intra-cluster Connections,Inter-cluster Connections,Total Steps,Measure Interval,Method
5,74,0.2,0.1,250,30,25,20,200,400,5,quantum
10,136,0.2,0.1,250,30,25,20,200,400,5,quantum
15,160,0.2,0.1,250,30,25,20,200,400,5,quantum
20,187,0.2,0.1,250,30,25,20,200,400,5,quantum
25,200,0.2,0.1,250,30,25,20,200,400,5,quantum
30,207,0.2,0.1,250,30,25,20,200,400,5,quantum
35,210,0.2,0.1,250,30,25,20,200,400,5,quantum
40,213,0.2,0.1,250,30,25,20,200,400,5,quantum
45,214,0.2,0.1,250,30,25,20,200,400,5,quantum
50,219,0.2,0.1,250,30,25,20,200,400,5,quantum
55,223,0.2,0.1,250,30,25,20,200,400,5,quantum
60,220,0.2,0.1,250,30,25,20,200,400,5,quantum
65,221,0.2,0.1,250,30,25,20,200,400,5,quantum
70,226,0.2,0.1,250,30,25,20,200,400,5,quantum
75,226,0.2,0.1,250,30,25,20,200,400,5,quantum
80,228,0.2,0.1,250,30,25,20,200,400,5,quantum
85,224,0.2,0.1,250,30,25,20,200,400,5,quantum
90,227,0.2,0.1,250,30,25,20,200,400,5,quantum
95,226,0.2,0.1,250,30,25,20,200,400,5,quantum
100,233,0.2,0.1,250,30,25,20,200,400,5,quantum
105,231,0.2,0.1,250,30,25,20,200,400,5,quantum
110,230,0.2,0.1,250,30,25,20,200,400,5,quantum
115,230,0.2,0.1,250,30,25,20,200,400,5,quantum
120,230,0.2,0.1,250,30,25,20,200,400,5,quantum
125,230,0.2,0.1,250,30,25,20,200,400,5,quantum
130,233,0.2,0.1,250,30,25,20,200,400,5,quantum
135,230,0.2,0.1,250,30,25,20,200,400,5,quantum
140,227,0.2,0.1,250,30,25,20,200,400,5,quantum
145,228,0.2,0.1,250,30,25,20,200,400,5,quantum
150,228,0.2,0.1,250,30,25,20,200,400,5,quantum
155,225,0.2,0.1,250,30,25,20,200,400,5,quantum
160,227,0.2,0.1,250,30,25,20,200,400,5,quantum
165,222,0.2,0.1,250,30,25,20,200,400,5,quantum
170,217,0.2,0.1,250,30,25,20,200,400,5,quantum
175,219,0.2,0.1,250,30,25,20,200,400,5,quantum
180,223,0.2,0.1,250,30,25,20,200,400,5,quantum
185,224,0.2,0.1,250,30,25,20,200,400,5,quantum
190,225,0.2,0.1,250,30,25,20,200,400,5,quantum
195,227,0.2,0.1,250,30,25,20,200,400,5,quantum
200,228,0.2,0.1,250,30,25,20,200,400,5,quantum
205,224,0.2,0.1,250,30,25,20,200,400,5,quantum
210,223,0.2,0.1,250,30,25,20,200,400,5,quantum
215,222,0.2,0.1,250,30,25,20,200,400,5,quantum
220,231,0.2,0.1,250,30,25,20,200,400,5,quantum
225,226,0.2,0.1,250,30,25,20,200,400,5,quantum
230,227,0.2,0.1,250,30,25,20,200,400,5,quantum
235,226,0.2,0.1,250,30,25,20,200,400,5,quantum
240,230,0.2,0.1,250,30,25,20,200,400,5,quantum
245,225,0.2,0.1,250,30,25,20,200,400,5,quantum
250,223,0.2,0.1,250,30,25,20,200,400,5,quantum
255,222,0.2,0.1,250,30,25,20,200,400,5,quantum
260,225,0.2,0.1,250,30,25,20,200,400,5,quantum
265,228,0.2,0.1,250,30,25,20,200,400,5,quantum
270,225,0.2,0.1,250,30,25,20,200,400,5,quantum
275,227,0.2,0.1,250,30,25,20,200,400,5,quantum
280,228,0.2,0.1,250,30,25,20,200,400,5,quantum
285,227,0.2,0.1,250,30,25,20,200,400,5,quantum
290,230,0.2,0.1,250,30,25,20,200,400,5,quantum
295,230,0.2,0.1,250,30,25,20,200,400,5,quantum
300,232,0.2,0.1,250,30,25,20,200,400,5,quantum
305,225,0.2,0.1,250,30,25,20,200,400,5,quantum
310,229,0.2,0.1,250,30,25,20,200,400,5,quantum
315,231,0.2,0.1,250,30,25,20,200,400,5,quantum
320,231,0.2,0.1,250,30,25,20,200,400,5,quantum
325,232,0.2,0.1,250,30,25,20,200,400,5,quantum
330,232,0.2,0.1,250,30,25,20,200,400,5,quantum
335,230,0.2,0.1,250,30,25,20,200,400,5,quantum
340,232,0.2,0.1,250,30,25,20,200,400,5,quantum
345,229,0.2,0.1,250,30,25,20,200,400,5,quantum
350,228,0.2,0.1,250,30,25,20,200,400,5,quantum
355,230,0.2,0.1,250,30,25,20,200,400,5,quantum
360,228,0.2,0.1,250,30,25,20,200,400,5,quantum
365,226,0.2,0.1,250,30,25,20,200,400,5,quantum
370,231,0.2,0.1,250,30,25,20,200,400,5,quantum
375,230,0.2,0.1,250,30,25,20,200,400,5,quantum
380,231,0.2,0.1,250,30,25,20,200,400,5,quantum
385,229,0.2,0.1,250,30,25,20,200,400,5,quantum
390,225,0.2,0.1,250,30,25,20,200,400,5,quantum
395,223,0.2,0.1,250,30,25,20,200,400,5,quantum
400,225,0.2,0.1,250,30,25,20,200,400,5,quantum
