Step,Infected Count,Infection Rate,Recovery Rate,Total People,Initial Infected,Num Clusters,Intra-cluster Connections,Inter-cluster Connections,Total Steps,Measure Interval,Method
5,75,0.1,0.1,250,30,25,30,300,200,5,quantum
10,128,0.1,0.1,250,30,25,30,300,200,5,quantum
15,168,0.1,0.1,250,30,25,30,300,200,5,quantum
20,193,0.1,0.1,250,30,25,30,300,200,5,quantum
25,210,0.1,0.1,250,30,25,30,300,200,5,quantum
30,222,0.1,0.1,250,30,25,30,300,200,5,quantum
35,224,0.1,0.1,250,30,25,30,300,200,5,quantum
40,230,0.1,0.1,250,30,25,30,300,200,5,quantum
45,226,0.1,0.1,250,30,25,30,300,200,5,quantum
50,227,0.1,0.1,250,30,25,30,300,200,5,quantum
55,231,0.1,0.1,250,30,25,30,300,200,5,quantum
60,229,0.1,0.1,250,30,25,30,300,200,5,quantum
65,229,0.1,0.1,250,30,25,30,300,200,5,quantum
70,229,0.1,0.1,250,30,25,30,300,200,5,quantum
75,224,0.1,0.1,250,30,25,30,300,200,5,quantum
80,229,0.1,0.1,250,30,25,30,300,200,5,quantum
85,236,0.1,0.1,250,30,25,30,300,200,5,quantum
90,236,0.1,0.1,250,30,25,30,300,200,5,quantum
95,235,0.1,0.1,250,30,25,30,300,200,5,quantum
100,237,0.1,0.1,250,30,25,30,300,200,5,quantum
105,234,0.1,0.1,250,30,25,30,300,200,5,quantum
110,236,0.1,0.1,250,30,25,30,300,200,5,quantum
115,239,0.1,0.1,250,30,25,30,300,200,5,quantum
120,234,0.1,0.1,250,30,25,30,300,200,5,quantum
125,229,0.1,0.1,250,30,25,30,300,200,5,quantum
130,237,0.1,0.1,250,30,25,30,300,200,5,quantum
135,231,0.1,0.1,250,30,25,30,300,200,5,quantum
140,230,0.1,0.1,250,30,25,30,300,200,5,quantum
145,227,0.1,0.1,250,30,25,30,300,200,5,quantum
150,227,0.1,0.1,250,30,25,30,300,200,5,quantum
155,234,0.1,0.1,250,30,25,30,300,200,5,quantum
160,236,0.1,0.1,250,30,25,30,300,200,5,quantum
165,237,0.1,0.1,250,30,25,30,300,200,5,quantum
170,236,0.1,0.1,250,30,25,30,300,200,5,quantum
175,233,0.1,0.1,250,30,25,30,300,200,5,quantum
180,229,0.1,0.1,250,30,25,30,300,200,5,quantum
185,233,0.1,0.1,250,30,25,30,300,200,5,quantum
190,239,0.1,0.1,250,30,25,30,300,200,5,quantum
195,234,0.1,0.1,250,30,25,30,300,200,5,quantum
200,232,0.1,0.1,250,30,25,30,300,200,5,quantum
