Step,Infected Count,Infection Rate,Recovery Rate,Total People,Initial Infected,Num Clusters,Intra-cluster Connections,Inter-cluster Connections,Total Steps,Measure Interval,Method
1,38,0.1,0.1,480,30,48,10,400,400,1,classical
2,44,0.1,0.1,480,30,48,10,400,400,1,classical
3,48,0.1,0.1,480,30,48,10,400,400,1,classical
4,52,0.1,0.1,480,30,48,10,400,400,1,classical
5,61,0.1,0.1,480,30,48,10,400,400,1,classical
6,65,0.1,0.1,480,30,48,10,400,400,1,classical
7,80,0.1,0.1,480,30,48,10,400,400,1,classical
8,93,0.1,0.1,480,30,48,10,400,400,1,classical
9,104,0.1,0.1,480,30,48,10,400,400,1,classical
10,113,0.1,0.1,480,30,48,10,400,400,1,classical
11,122,0.1,0.1,480,30,48,10,400,400,1,classical
12,131,0.1,0.1,480,30,48,10,400,400,1,classical
13,156,0.1,0.1,480,30,48,10,400,400,1,classical
14,172,0.1,0.1,480,30,48,10,400,400,1,classical
15,178,0.1,0.1,480,30,48,10,400,400,1,classical
16,180,0.1,0.1,480,30,48,10,400,400,1,classical
17,193,0.1,0.1,480,30,48,10,400,400,1,classical
18,209,0.1,0.1,480,30,48,10,400,400,1,classical
19,226,0.1,0.1,480,30,48,10,400,400,1,classical
20,236,0.1,0.1,480,30,48,10,400,400,1,classical
21,237,0.1,0.1,480,30,48,10,400,400,1,classical
22,260,0.1,0.1,480,30,48,10,400,400,1,classical
23,261,0.1,0.1,480,30,48,10,400,400,1,classical
24,269,0.1,0.1,480,30,48,10,400,400,1,classical
25,272,0.1,0.1,480,30,48,10,400,400,1,classical
26,277,0.1,0.1,480,30,48,10,400,400,1,classical
27,286,0.1,0.1,480,30,48,10,400,400,1,classical
28,275,0.1,0.1,480,30,48,10,400,400,1,classical
29,288,0.1,0.1,480,30,48,10,400,400,1,classical
30,279,0.1,0.1,480,30,48,10,400,400,1,classical
31,273,0.1,0.1,480,30,48,10,400,400,1,classical
32,287,0.1,0.1,480,30,48,10,400,400,1,classical
33,298,0.1,0.1,480,30,48,10,400,400,1,classical
34,303,0.1,0.1,480,30,48,10,400,400,1,classical
35,305,0.1,0.1,480,30,48,10,400,400,1,classical
36,310,0.1,0.1,480,30,48,10,400,400,1,classical
37,312,0.1,0.1,480,30,48,10,400,400,1,classical
38,299,0.1,0.1,480,30,48,10,400,400,1,classical
39,305,0.1,0.1,480,30,48,10,400,400,1,classical
40,305,0.1,0.1,480,30,48,10,400,400,1,classical
41,308,0.1,0.1,480,30,48,10,400,400,1,classical
42,305,0.1,0.1,480,30,48,10,400,400,1,classical
43,299,0.1,0.1,480,30,48,10,400,400,1,classical
