Step,Infected Count,Infection Rate,Recovery Rate,Total People,Initial Infected,Num Clusters,Intra-cluster Connections,Inter-cluster Connections,Total Steps,Measure Interval,Method
5,54,0.1,0.1,480,30,96,5,400,400,5,classical
10,104,0.1,0.1,480,30,96,5,400,400,5,classical
15,167,0.1,0.1,480,30,96,5,400,400,5,classical
20,223,0.1,0.1,480,30,96,5,400,400,5,classical
25,272,0.1,0.1,480,30,96,5,400,400,5,classical
30,288,0.1,0.1,480,30,96,5,400,400,5,classical
35,295,0.1,0.1,480,30,96,5,400,400,5,classical
40,310,0.1,0.1,480,30,96,5,400,400,5,classical
45,311,0.1,0.1,480,30,96,5,400,400,5,classical
50,293,0.1,0.1,480,30,96,5,400,400,5,classical
55,312,0.1,0.1,480,30,96,5,400,400,5,classical
60,308,0.1,0.1,480,30,96,5,400,400,5,classical
65,307,0.1,0.1,480,30,96,5,400,400,5,classical
70,296,0.1,0.1,480,30,96,5,400,400,5,classical
75,289,0.1,0.1,480,30,96,5,400,400,5,classical
80,307,0.1,0.1,480,30,96,5,400,400,5,classical
85,317,0.1,0.1,480,30,96,5,400,400,5,classical
90,308,0.1,0.1,480,30,96,5,400,400,5,classical
95,311,0.1,0.1,480,30,96,5,400,400,5,classical
100,288,0.1,0.1,480,30,96,5,400,400,5,classical
105,307,0.1,0.1,480,30,96,5,400,400,5,classical
110,291,0.1,0.1,480,30,96,5,400,400,5,classical
115,310,0.1,0.1,480,30,96,5,400,400,5,classical
120,306,0.1,0.1,480,30,96,5,400,400,5,classical
125,302,0.1,0.1,480,30,96,5,400,400,5,classical
130,288,0.1,0.1,480,30,96,5,400,400,5,classical
135,312,0.1,0.1,480,30,96,5,400,400,5,classical
140,306,0.1,0.1,480,30,96,5,400,400,5,classical
145,310,0.1,0.1,480,30,96,5,400,400,5,classical
150,311,0.1,0.1,480,30,96,5,400,400,5,classical
155,290,0.1,0.1,480,30,96,5,400,400,5,classical
160,307,0.1,0.1,480,30,96,5,400,400,5,classical
165,290,0.1,0.1,480,30,96,5,400,400,5,classical
170,296,0.1,0.1,480,30,96,5,400,400,5,classical
175,297,0.1,0.1,480,30,96,5,400,400,5,classical
180,314,0.1,0.1,480,30,96,5,400,400,5,classical
185,311,0.1,0.1,480,30,96,5,400,400,5,classical
190,336,0.1,0.1,480,30,96,5,400,400,5,classical
195,306,0.1,0.1,480,30,96,5,400,400,5,classical
200,298,0.1,0.1,480,30,96,5,400,400,5,classical
205,278,0.1,0.1,480,30,96,5,400,400,5,classical
210,308,0.1,0.1,480,30,96,5,400,400,5,classical
215,305,0.1,0.1,480,30,96,5,400,400,5,classical
220,314,0.1,0.1,480,30,96,5,400,400,5,classical
225,310,0.1,0.1,480,30,96,5,400,400,5,classical
230,285,0.1,0.1,480,30,96,5,400,400,5,classical
235,305,0.1,0.1,480,30,96,5,400,400,5,classical
240,309,0.1,0.1,480,30,96,5,400,400,5,classical
245,301,0.1,0.1,480,30,96,5,400,400,5,classical
250,318,0.1,0.1,480,30,96,5,400,400,5,classical
255,320,0.1,0.1,480,30,96,5,400,400,5,classical
260,315,0.1,0.1,480,30,96,5,400,400,5,classical
265,322,0.1,0.1,480,30,96,5,400,400,5,classical
270,297,0.1,0.1,480,30,96,5,400,400,5,classical
275,283,0.1,0.1,480,30,96,5,400,400,5,classical
280,289,0.1,0.1,480,30,96,5,400,400,5,classical
285,292,0.1,0.1,480,30,96,5,400,400,5,classical
290,308,0.1,0.1,480,30,96,5,400,400,5,classical
295,323,0.1,0.1,480,30,96,5,400,400,5,classical
300,318,0.1,0.1,480,30,96,5,400,400,5,classical
305,304,0.1,0.1,480,30,96,5,400,400,5,classical
310,290,0.1,0.1,480,30,96,5,400,400,5,classical
315,308,0.1,0.1,480,30,96,5,400,400,5,classical
320,303,0.1,0.1,480,30,96,5,400,400,5,classical
325,300,0.1,0.1,480,30,96,5,400,400,5,classical
330,304,0.1,0.1,480,30,96,5,400,400,5,classical
335,329,0.1,0.1,480,30,96,5,400,400,5,classical
340,307,0.1,0.1,480,30,96,5,400,400,5,classical
345,303,0.1,0.1,480,30,96,5,400,400,5,classical
350,313,0.1,0.1,480,30,96,5,400,400,5,classical
355,298,0.1,0.1,480,30,96,5,400,400,5,classical
360,309,0.1,0.1,480,30,96,5,400,400,5,classical
365,316,0.1,0.1,480,30,96,5,400,400,5,classical
370,299,0.1,0.1,480,30,96,5,400,400,5,classical
375,301,0.1,0.1,480,30,96,5,400,400,5,classical
380,314,0.1,0.1,480,30,96,5,400,400,5,classical
385,307,0.1,0.1,480,30,96,5,400,400,5,classical
390,310,0.1,0.1,480,30,96,5,400,400,5,classical
395,307,0.1,0.1,480,30,96,5,400,400,5,classical
400,310,0.1,0.1,480,30,96,5,400,400,5,classical
